RecAreaAddressID,RecAreaID,RecAreaAddressType,RecAreaStreetAddress1,RecAreaStreetAddress2,RecAreaStreetAddress3,City,PostalCode,AddressStateCode,AddressCountryCode,LastUpdatedDate
751911,73,Default,NE Game and Parks Commission,"HC79, Box 20L",,Burwell,NE,68823-9803,USA,2020-03-19
751912,130,Default,Bureau of Reclamation,Canyon Ferry Field Office,7700 Canyon Ferry Road,Helena,MT,59602,USA,2020-03-19
753728,49,Default,Larimer County Parks Department,1800 S. County Rd. 31,,Loveland,CO,80537,USA,2020-03-19
753729,123,Default,Kansas Dept. of Wildlife & Parks,Cedar Bluff Area Office,"RR2, Box 76A",Ellis,KS,67637,USA,2020-03-19
753731,124,Default,Cheney State Park,16000 NE 50th St.,,Cheney,KS,67025,USA,2020-03-19
753734,1169,Default,Choke Canyon State Park,Calliham Unit,P.O. Box 2,Calliham,TX,78007,USA,2020-03-19
753736,131,Default,Bureau of Reclamation,Clark Canyon Field Office,1200 Highway 41,Dillon,MT,59725,USA,2020-03-19
753737,1211,Default,Wenatchee National Forest,803 West 2nd Street,,Cle Elum,WA,98922,USA,2020-03-19
753738,1140,Default,Willamette National Forest,3106 Pierce Parkway,Suite D,Springfield,OR,97477,USA,2020-03-19
753740,3133,Default,Wenatchee National Forest,Naches Ranger District,10237 Highway 12,Naches,WA,98937,USA,2020-03-19
753741,1141,Default,Mid-Columbia River NWRC,64 Maple Street,,Burbank,WA,99323,USA,2020-03-19
753746,1213,Default,Washington State Parks,1111 Israel Road SW,,Olympia,WA,98504-2650,USA,2020-03-19
753747,33,Default,East Bay Regional Park District,2950 Peralta Oaks Road,Box 5381,Oakland,CA,94605-0381,USA,2020-03-19
753748,1142,Default,Deschutes National Forest,1001 SW Emkay Drive ,,Bend,OR,97702,USA,2020-03-19
753749,50,Default,Park Manager,Crawford State Park,P. O. Box 147,Crawford,CO,81506,USA,2020-03-19
753751,74,Default,Lower Loup Natural Resources District,Box 210,,Ord,NE,68862,USA,2020-03-19
753752,16,Default,Bureau of Reclamation,Davis Dam Field Division,,Bullhead City,AZ,86429,USA,2020-03-19
753754,110,Default,Boise National Forest,1249 S. Vinnell Way,,Boise,ID,83709,USA,2020-03-19
753755,1232,Default,Wyoming Area Office,P.O. Box 1630,705 Pendell Blvd,Mills,WY,82644,USA,2020-03-19
753757,1178,Default,Deer Creek State Park,P.O. Box 257,,Midway,UT,84049,USA,2020-03-19
753758,1165,Default,U.S. Forest Service,Black Hills National Forest,23939 Hwy 385,Hill City,SD,57745,USA,2020-03-19
753759,1214,Default,Washington Department of Fish and Wildlife,Region 2,1550 Alder St. NW,Ephrata,WA,98823,USA,2020-03-19
753760,1125,Default,North Dakota Parks and Recreation Department,Grahams Island State Park,152 S. Duncan Road,Devils Lake,ND,58301,USA,2020-03-19
753761,1126,Default,Dickinson Park and Recreation District,2004 Fairway Street,,Dickinson,ND,58601,USA,2020-03-19
753762,1185,Default,East Canyon State Park,5535 South Highway 66,,Morgan,UT,84050,USA,2020-03-19
753763,34,Default,1215 Market St.,,,Colusa,CA,95932,USA,2020-03-19
753764,51,Default,Estes Valley Recreation and Park District,3420 Tunnel Road,,Estes Park,CO,80517,USA,2020-03-19
753765,1215,Default,Washington State Parks,1111 Israel Road SW,,Olympia,WA,98504-2650,USA,2020-03-19
753766,1186,Default,Echo Resort Inc.,P.O. Box 746,,Coalville,UT,84017,USA,2020-03-19
754373,101,Default,Park Superintendent,P.O. Box 367,,Tierra Amarilla,NM,87575,USA,2020-03-19
755584,100,Default,Park Superintendent,P.O. Box 13,,Elephant Butte,NM,87935,USA,2020-03-19
755585,1144,Default,Jackson County Parks,7520 Table Rock Road,,Central Point,OR,97502,USA,2020-03-19
755586,75,Default,"NE Game and Parks, Enders SRA","RR 1, Box 4B",,Enders,NE,69027,USA,2020-03-19
755587,2017,Default,Flaming Gorge Field Division,"45 miles northeast of Vernal, UT",Box 278,Dutch John,UT,84023,USA,2020-03-19
755588,52,Default,Larimer County Parks Depatment,1800 S. County Rd. 31,,Loveland,CO,80537,USA,2020-03-19
761756,11,Default,California Department of Parks & Recreation,7806 Folsom Auburn Rd.,,Folsom,CA,95630,USA,2020-03-19
761757,12,Default,"USBR, Central CA Area Office",7794 Folsom Dam Road,,Folsom,CA,95630,USA,2020-03-19
765994,701,Default,Provo Area Office,302 East 1860 South,P.O. Box 1880,Provo,UT,84606-7317,USA,2020-03-19
765995,1132,Default,Ft. Cobb State Park,27022 Copperhead Road,,Ft. Cobb,OK,73005,USA,2020-03-19
766602,1131,Default,Foss State Park,Hwy. 44 & Hwy 73 W,,Foss,OK,73647,USA,2020-03-19
766604,1216,Default,National Park Service,1008 Crest Dr.,,Coulee Dam,WA,99116,USA,2020-03-19
767210,3129,Default,"Montana Department of Fish, Wildlife and Parks",Freezeout Lake Wildlife Management Area,P. O. Box 488,Fairfield,MT,59436,USA,2020-03-19
767212,132,Default,Bureau of Reclamation,Marias / Milk Rivers Division Office,P. O. Box 220,Chester,MT,59522,USA,2020-03-19
767213,978,Default,Wyoming Area Office,P.O. Box 1630,,Mills,WY,82644,USA,2020-03-19
767214,53,Default,Western Colorado Area Office,Northern Division,2764 Compass Drive,Grand Junction,CO,81506,USA,2020-03-19
767215,3130,Default,Klamath Basin Area Office,6600 Washburn Way,,Klamath Falls,OR,97603-9365,USA,2020-03-19
767217,133,Default,U. S. Forest Service,Lewis and Clark National Forest,P.O. Box 869,Great Falls,MT,59403,USA,2020-03-19
768428,1233,Default,Glendo State Park,P.O. Box 398,,Glendo,WY,82213,USA,2020-03-19
770246,1889,Default,Bureau of Reclamation,Grand Coulee Power Office,P.O. Box 620,Grand Coulee,WA,99133,USA,2020-03-19
770247,1234,Default,Caribou-Targhee National Forest,1405 Hollipark Drive,,Idaho Falls  ,ID,83401,USA,2020-03-19
770249,1238,Default,"Natrona County Roads, Bridges, and Parks Department",538 S. Wyoming Blvd.,,Mills,WY,82644,USA,2020-03-19
770252,65,Default,U.S. Forest Service,P.O. Box 620,,Silverthorne,CO,80498,USA,2020-03-19
770255,1239,Default,Guernsey State Park,Highway 317,,Guernsey,WY,82214,USA,2020-03-19
770257,76,Default,"Nebraska Game and Parks, Medicine Creek SRA",40611 Road 728,,Cambridge,NE,69022-9312,USA,2020-03-19
770259,1145,Default,Deschutes National Forest,1001 SW Emkay Drive ,,Bend,OR,97702,USA,2020-03-19
770261,134,Default,Montana Department of,"Fish, Wildlife and Parks",P.O. Box 200701,Helena,MT,59620,USA,2020-03-19
770262,1146,Default,Washington County,169 N. First Ave. MS 42,,Hillsboro,OR,97124,USA,2020-03-19
770264,102,Default,Park Superintendent,PO Box 159,,Los Ojos,NM,87551 ,USA,2020-03-19
770266,29,Default,Bureau of Reclamation,Lower Colorado Dams Office,P.O. Box 60400,Boulder City,NV,89006,USA,2020-03-19
770267,1020,Default,Colorado Division of Wildlife,P.O. Box 506,,Fruita,CO,81521,USA,2020-03-19
770269,66,Default,Larimer County Parks Department,1800 S. County Rd. 31,,Loveland,CO,80537,USA,2020-03-19
770274,77,Default,NE Game and Parks Commission,Red Willow Res. SRA,"RR1, Box 145",McCook,NE,69001-9801,USA,2020-03-19
770277,135,Default,Flathead National Forest,1935 Third Ave. E.,,Kalispell,MT,59901,USA,2020-03-19
770887,1148,Default,BLM,3040 Biddle Rd.,,Medford,OR,97504,USA,2020-03-19
770889,1188,Default,Hyrum State Park,405 West 300 South,,Hyrum,UT,84319,USA,2020-03-19
770892,14,Default,Arizona Game and Fish Department,5000 W. Carefree Highway,,Phoenix,AZ,85086,USA,2020-03-19
770894,15,Default,Picacho State Park,P.O. Box 848,,Winterhaven,CA,92283,USA,2020-03-19
770898,111,Default,Targhee National Forest,Island Park Office,3726 Highway 20,Island Park ,ID,83429,USA,2020-03-19
770900,54,Default,Mancos State Park,42545 County Road North,,Mancos,CO,81328,USA,2020-03-19
770906,1166,Default,"South Dakota Department of Game, Fish and Parks",State Fairgrounds,P.O. Box 915,Huron,SD,57350,USA,2020-03-19
770909,1128,Default,Stutsman County Park Board,511 2nd Avenue SE,,Jamestown,ND,58401,USA,2020-03-19
770911,1190,Default,Jordanelle State Park,State Road 319 #515,P.O. Box 4,Heber City,UT,84032-0001,USA,2020-03-19
770915,1221,Default,Wenatchee National Forest,P.O. Box 811,,Wenatchee,WA,98801,USA,2020-03-19
770917,126,Default,KS Dept. Wildlife & Parks,Prairie Dog State Park/Norton Wildlife Area,Box 431,Norton,KS,67654,USA,2020-03-19
771527,1241,Default,Wyoming State Parks and Historic Sites,353 McKean Rd.,,Moorcroft,WY,82721,USA,2020-03-19
771531,125,Default,U.S. Fish & Wildlife Service,"Rt. 1, Box 103",,Kirwin,KS,67644,USA,2020-03-19
772747,1242,Default,Wyoming Area Office,P.O. Box 1630,,Mills,WY,82644,USA,2020-03-19
772753,85,Default,Lahontan State Recreation Area,16799 Lahontan Dam,,Fallon,NV,89406,USA,2020-03-19
773,1530,Default,c/o Eastern MA NWR Complex,73 Weir Hill Road,,Sudbury,MA,01776,USA,2020-03-19
774,1532,Default,P.O. Box 510,,,Jackson,WY,83001,USA,2020-03-19
777,1545,Default,Rt. 1 Box 68,,,Butler,OK,73625,USA,2020-03-19
777008,17,Default,Lake Berryessa Field Office,5520 Knoxville Road,,Napa,CA,94558,USA,2020-03-19
777009,18,Default,Riverside County Parks and Open-Space District,58-075 Jefferson Street,,La Quinta,CA,92253,USA,2020-03-19
777012,1243,Default,Wyoming Area Office,P.O. Box 1630,,Mills,WY,82644,USA,2020-03-19
777015,109,Default,Box 709,,,Cascade,ID,83611,USA,2020-03-19
777017,19,Default,Casitas Municipal Water District,11311 Santa Ana Rd.,,Ventura,CA,93001,USA,2020-03-19
778,1549,Default,3858 Hwy 8 E,,,Parkdale,AR,71661,USA,2020-03-19
778836,14530,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778841,14535,Default,Eastern Interior Field Office ,,,Eagle,AK,,USA,2020-03-19
778847,14540,Default,Glennallen Field Office,MP 37 Denali Highway ,,,AK,,USA,2020-03-19
778848,14541,Default,Glennallen Field Office,MP 24.7 Denali Highway ,,,AK,,USA,2020-03-19
778849,14542,Default,Glennallen Field Office,,,,AK,,USA,2020-03-19
778850,14543,Default,Glennallen Field Office,MP 16.2 Denali Highway ,,,AK,,USA,2020-03-19
778851,14544,Default,Central Yukon Field Office ,MP 175 Dalton Highway,,Coldfoot,AK,,USA,2020-03-19
778854,14547,Default,Glennallen Field Office,MP 55.5 Denali Highway,,,AK,,USA,2020-03-19
778855,14548,Default,BLM Glennallen Field Office,Mile 186.5 Glenn Hwy,PO Box 147,Glennallen,AK,99588,USA,2020-03-19
778858,14551,Default,Glennallen Field Office,MP 137 Richardson Highway,,,AK,,USA,2020-03-19
778859,14552,Default,Glennallen Field Office,MP 166.5 Richardson Highway,,,AK,,USA,2020-03-19
778860,14553,Default,Glennallen Field Office,MP 168.7 Richardson Highway,,Paxson,AK,,USA,2020-03-19
778861,14554,Default,Glennallen Field Office,,,,AK,,USA,2020-03-19
778862,14555,Default,Glennallen Field Office,MP 254 Richardson Highway,,,AK,,USA,2020-03-19
778864,14557,Default,Safford Field Office ,711 14th Avenue,,Safford,AZ,85546,USA,2020-03-19
778868,14561,Default,Safford Field Office,711 14th Avenue,,Safford,AZ,85546,USA,2020-03-19
778870,14563,Default,Royal Gorge Field Office,2028 East Main Street,,Caсon City ,CO,81212,USA,2020-03-19
778871,14564,Default,Grand Junction Field Office & Uncompahgre Field Office,,,,CO,,USA,2020-03-19
778872,1694,Default,Uncompahgre Field Office,,,,CO,,USA,2020-03-19
778873,3123,Default,Grand Junction Field Office,,,,CO,,USA,2020-03-19
778874,1708,Default,Northwest District,,,,CO,,USA,2020-03-19
778875,14513,Default,Jupiter Inlet Lighthouse ONA,"600 State Road 707, Unit B",,Jupiter,FL,33469,USA,2020-03-19
778876,4112,Default,Lower Potomac Field Station,10406 Gunston Rd,,Lorton,VA,22079,USA,2020-03-19
778878,14566,Default,Northeastern States District Office,"626 E. Wisconsin Ave., Suite 200 ",,Milwaukee,WI,53202,USA,2020-03-19
778880,14568,Default,Northeastern States District Office,"626 E. Wisconsin Ave., Suite 200 ",,Milwaukee,WI,53202,USA,2020-03-19
778881,14569,Default,Dillon Field Office,State Highway 287 North between Virginia City and Ennis,,Ennis,MT,59729,USA,2020-03-19
778882,14570,Default,Amarillo Field Office,801 South Fillmore Suite 500,,Amarillo,TX,79101,USA,2020-03-19
778883,10044,Default,Rio Puerco Field Office ,Northwest New Mexico Visitor Center,1900 East Santa Fe Avenue,Grants,NM,87020,USA,2020-03-19
778884,1803,Default,Roswell Field Office ,Valley of Fires Recreation Area,P.O. Box 871,Carrizozo,NM,88301,USA,2020-03-19
778885,14638,Default,Statewide,statewide,,statewide,WY,,USA,2020-03-19
778886,14639,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778889,14642,Default,,,,,WY,,USA,2020-03-19
778890,2252,Default,Rock Springs Field Office,280 Highway 191 North,,Rock Springs,WY,82901,USA,2020-03-19
778891,10050,Default,"Rawlins Field Office, Lander Field Office",Rawlins - 1300 N. Third,,Rawlins and Lander,WY,82301,USA,2020-03-19
778894,14645,Default,,,,,WY,,USA,2020-03-19
778896,14647,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778897,14648,Default,Worland Field Office,101 South 23rd Street,,Worland,WY,82401,USA,2020-03-19
778899,14650,Default,Worland Field Office,101 South 23rd Street ,,Worland,WY,82401,USA,2020-03-19
778900,14651,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778902,14653,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778903,14654,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778904,14655,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778908,14659,Default,,,,,WY,,USA,2020-03-19
778909,14660,Default,Cody Field Office,,,,WY,,USA,2020-03-19
778910,14661,Default,Pinedale Field Office,1626 West Pine Street,,Pinedale,WY,82941,USA,2020-03-19
778912,14663,Default,,,,,WY,,USA,2020-03-19
778914,14665,Default,,,,,WY,,USA,2020-03-19
778915,14666,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778916,14667,Default,Kemmerer Field Office,430 N Highway 189,,Kemmerer,WY,83101,USA,2020-03-19
778917,14668,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778922,14673,Default,,,,,WY,,USA,2020-03-19
778924,14675,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778925,14676,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778926,14677,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778927,14678,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778928,14679,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778929,14680,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778932,1874,Default,Casper Field Office,2987 Prospector Drive,,Casper,WY,82604,USA,2020-03-19
778935,14684,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778936,14685,Default,Cody Field Office,1002 Blackburn Street,,Cody,WY,82414,USA,2020-03-19
778937,14686,Default,Cody Field Office,1002 Blackburn?Street,,Cody,WY,82414,USA,2020-03-19
778939,14687,Default,Cody Field Office,1002 Blackburn St.,,Cody,WY,82414,USA,2020-03-19
778940,14689,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778941,14691,Default,Newcastle Field Office,1101 Washington Blvd,,Newcastle,WY,82701,USA,2020-03-19
778942,14690,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778944,14693,Default,Buffalo Field Office,1425 Fort Street,,Buffalo,WY,82834,USA,2020-03-19
778945,14694,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778946,14695,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778950,14699,Default,Rawlins Field Office,1300 3rd St.,,Rawlins,WY,82301,USA,2020-03-19
778951,14700,Default,Casper Field Office,2987 Prospector Drive,,Casper,WY,82604,USA,2020-03-19
778963,14712,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778965,14714,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778966,2243,Default,Kemmerer Field Office,430 North Highway 189,,Kemmerer,WY,83101,USA,2020-03-19
778967,14715,Default,Kemmerer Field Office,430 North Highway 189,,Kemmerer,WY,83101,USA,2020-03-19
778971,14719,Default,Pinedale Field Office,1625 West Pine Street,,Pinedale,WY,82941,USA,2020-03-19
778973,2238,Default,Pinedale Field Office,1625 West Pine Street,,Pinedale,WY,82941,USA,2020-03-19
778975,14722,Default,Pinedale Field Office,1625 West Pine Street,,Pinedale,WY,82491,USA,2020-03-19
778981,14728,Default,Buffalo Field Office,1425 Fort Street,,Buffalo,WY,82834,USA,2020-03-19
778982,14729,Default,Buffalo Field Office,1425 Fort Street,,Buffalo,WY,82834,USA,2020-03-19
778985,2220,Default,Buffalo Field Office,1425 Fort Street,,Buffalo,WY,82834,USA,2020-03-19
778986,2217,Default,Worland Field Office,101 South 23rd,,Worland,WY,82401,USA,2020-03-19
778987,14732,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778988,14733,Default,Cody Field Office,1002 Blackburn Street,,Cody,WY,82414,USA,2020-03-19
778990,14735,Default,Rock Springs Field Office,280 Highway 191 North,,Rock Springs,WY,82901,USA,2020-03-19
778991,14736,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778992,14737,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778993,14738,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778994,14739,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
778995,14740,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778996,14741,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778997,14742,Default,Rawlins Field Office,1300 North Third,,Rawlins,WY,82301,USA,2020-03-19
778999,14744,Default,Kemmerer Field Office,430 North Highway 189,,Kemmerer,WY,83101,USA,2020-03-19
779,1553,Default,,,,Lawrence County,MO,,USA,2020-03-19
779001,14746,Default,Lander Field Office,1335 Main Street,,Lander,WY,82520,USA,2020-03-19
779002,1872,Default,Casper Field Office,2987 Prospector Drive,,Casper,WY,82604,USA,2020-03-19
779004,14747,Default,Pinedale Field Office,1625 West Pine Street,,Pinedale,WY,82941,USA,2020-03-19
780840,35,Default,Bureau of Reclamation,Marias / Milk Rivers Division Office,PO Box 220,Chester,MT,59522,USA,2020-03-19
780842,67,Default,Estes Valley Recreation and Park District,P.O. Box 1379,,Estes Park,CO,80517,USA,2020-03-19
780844,68,Default,U.S. Forest Service,P.O. Box 10,,Granby,CO,80446,USA,2020-03-19
780849,112,Default,U.S. Fish and Wildlife Service,13751 Upper Embankment Rd.,,Nampa,ID,83686,USA,2020-03-19
780852,78,Default,Box 188,,,Minatare,NE,69356,USA,2020-03-19
780853,2280,Default,California Department of Parks and Recreation,7806 Folsom Auburn Road,,Folsom,CA,95630,USA,2020-03-19
780856,6,Default,Lake Pleasant Regional Park,Maricopa County Parks & Recreation,41835 N. Castle Hot Springs Rd.,Morristown,AZ,85342,USA,2020-03-19
780859,2002,Default,Glen Canyon National Recreation Area,,P.O. Box 1507,Page,AZ,86040-1507,USA,2020-03-19
780861,1987,Default,Lake Solano County Park,8685 Pleasant Valley Road,,Winters,CA,95664,USA,2020-03-19
780864,103,Default,David Sanchez,Park Superintendent ,"HCG4, P.O. Box 125","Fort Sumner,",NM,88119,USA,2020-03-19
780868,1133,Default,Lake Thunderbird State Park,13101 Alameda Drive,,Norman,OK,73026,USA,2020-03-19
780870,115,Default,959 E. Minidoka Dam,,,Rupert,ID,83350,USA,2020-03-19
780871,20,Default,Kern County Parks Department,1110 Golden State Ave,,Bakersfield,CA,93301,USA,2020-03-19
780874,104,Default,Albuquerque Area Office,505 Marquette NW,Suite 1313,Albuquerque,NM,87102-2162,USA,2020-03-19
780876,21,Default,Weaverville Ranger District,P.O. Box 1190,,Weaverville,CA,96093,USA,2020-03-19
781,1567,Default,1 Wildlife Drive,,,Sanibel,FL,33957,USA,2020-03-19
782,1571,Default,PO Box 495,,,Rockport,ME,04856,USA,2020-03-19
784,1581,Default,301 N Third Ave,,,Ridgefield,WA,98642,USA,2020-03-19
786,1588,Default,752 County Rd 99W,,,Willows,CA,95988,USA,2020-03-19
787,1591,Default,"Route 1, Box 76",,,Jet,OK,73749,USA,2020-03-19
789,1597,Default,7715 Lakeville hwy,,,Petaluma,CA,94954,USA,2020-03-19
790,1600,Default,"Federal Building, Suite 1673013 Estate Golden Rock",,,Christiansted,VI,00820-4355,USA,2020-03-19
792,1608,Default,1674 Refuge Entrance Rd.,,,Seney,MI,49883,USA,2020-03-19
793,1609,Default,"Route 1, Box 18A",,,Vian,OK,74962,USA,2020-03-19
795,1617,Default,76 Pintail Lane,,,Sibley,MS,39165,USA,2020-03-19
795170,14529,Default,460 N. Hwy 12," Box 1429",,Boulder,UT,84716,USA,2020-03-19
795171,14751,Default,660 West 400 North,,,Blanding,UT,84511,USA,2020-03-19
795175,14755,Default,c/o Edge of the Cedars State Park Museum,660 W 400 N,,Blanding,UT,84511,USA,2020-03-19
797,1631,Default,38 Mattamuskeet Road,,,Swan Quarter,NC,27885,USA,2020-03-19
797008,14767,Default,Bureau of Land Management,Applegate Field Ofice,708 West 12th Street,Alturas,CA,96101,USA,2020-03-19
797010,14769,Default,Bureau of Land Management,Applegate Field Office,708 West 12th Street,Alturas,CA,96101,USA,2020-03-19
797012,14771,Default,Bureau of Land Management,Applegate Field Office,708 West 12th Street,Alturas,CA,96101,USA,2020-03-19
797013,14772,Default,Bureau of Land Management,Applegate Field Office,708 West 12th Street,Alturas,CA,96101,USA,2020-03-19
797014,14773,Default,Bureau of Land Management,Applegate Field Office,708 West 12th Street,Alturas,CA,96101,USA,2020-03-19
797015,14774,Default,Bureau of Land Management,Applegate Field Office,708 West 12th Street,Alturas,CA,96101,USA,2020-03-19
797016,14775,Default,768 Shelter Cove Road / PO Box 189,King Range Project Office,,Whitethorn,CA,95589,USA,2020-03-19
797020,14779,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797027,14786,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797034,14793,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797035,14794,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,,USA,2020-03-19
797036,14795,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797037,14796,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797039,14798,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797040,14799,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797041,14800,Default,3801 Pegasus Drive,,,Bakersfield,CA,93308,USA,2020-03-19
797042,14801,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797043,14802,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797044,14803,Default,Bureau of Land Management,Bakersfield Field Office,3801 Pegasus Drive,Bakersfield,CA,93308,USA,2020-03-19
797058,13453,Default,Barstow Field Office,,,Shoshone,CA,92384,USA,2020-03-19
797068,14826,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue,Marina,CA,93933,USA,2020-03-19
797069,14827,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue.,Marina,CA,93933,USA,2020-03-19
797070,14828,Default,Bureau of Land Management,Central Coast Field Office,940 2nd Ave.,Marina,CA,93933,USA,2020-03-19
797071,14829,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue,Marina,CA,93933,USA,2020-03-19
797072,14830,Default,Bureau of Land Management,Central Coast Field Office,940 2nd Ave.,Marina,CA,93933,USA,2020-03-19
797073,14831,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue,Marina,CA,93933,USA,2020-03-19
797074,14832,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue,Marina,CA,93933,USA,2020-03-19
797075,14833,Default,Bureau of Land Management,Central Coast Field Office,940 Second Avenue,Marina,CA,93933,USA,2020-03-19
797093,14854,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2020-03-19
797095,14856,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2020-03-19
797096,14857,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2020-03-19
797099,14860,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2020-03-19
797100,14861,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797101,14862,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2020-03-19
797106,14868,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797107,14866,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95,Needles,CA,92363,USA,2020-03-19
797108,14869,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797109,14870,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797110,14871,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797111,14872,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797112,14873,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles ,CA,92363,USA,2020-03-19
797114,14875,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
797115,14876,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2020-03-19
797116,14877,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2020-03-19
797117,14878,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2020-03-19
797118,14879,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2020-03-19
797119,14880,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2020-03-19
797120,14881,Default,Eagle Lake Field Office,2550 Riverside Drive,,Susanville,CA,96130,USA,2020-03-19
797121,14882,Default,Bureau of Land Management,Eagle Lake Field Office,2550 Riverside Drive,Susanville,CA,96130,USA,2020-03-19
