ActivityID,ActivityDescription,ActivityFeeDescription,EntityID,EntityType
9,"<p>34 sites open for tent, camper, and RV camping.</p><p>There is a maximum stay limit of 14 consecutive days within a 30 day period.</p>",,250276,Facility
11,"<p>Cast for bass in the middle of Lake Dorr, or drop a line in from the shore. Boat ramp available.</p>",,250276,Facility
6,<p>Launch your boat into Salt Springs Run for a day of fishing along its cypress-lined banks or a spin out to Lake George. </p>,,250277,Facility
9,"<p>29 campsites</p><p>There is a maximum stay limit of 14 consecutive days within a 30 day period.</p>",,250288,Facility
11,"<p>	Access to the lakeshore marshes for fishing.</p>",,250288,Facility
18,"<br />",,250297,Facility
6,"<p>	Boating on Lake Catherine.</p>",,250301,Facility
11,"<p>	Fishing on Lake Catherine.</p>",,250301,Facility
6,"<p>	Silver Glen Run is a popular destination for boaters with a draft shallow enough to cross the bar at its mouth.</p>",,250305,Facility
24,"<p>	Visitor information is available during normal office hours.</p>",,250306,Facility
6,"<p>	Boat ramps are provided at several points along the length of the Ocklawaha River.</p>",,250307,Facility
26,"<p>	Birding is excellent all along Alexander Creek, whether from the seat of your kayak, the observation decks along the <a href=""https://www.fs.usda.gov/recarea/ocala/recreation/recarea/?recid=32317"">Timucuan Trail</a>, or your own boat launched at <a href=""https://www.fs.usda.gov/recarea/ocala/recreation/recarea/?recid=40315"">52 Landing</a>. Expect to see wading birds of all sorts, including Louisana herons and limpkins.</p>",,250310,Facility
14,"<p><strong>Henslow Loop Trail:</strong> Henslow Loop Trail is a 1.5-mile birders dream walk and a nice, short, hike for families. The trail leads visitors back north towards the Iron Bridge Trailhead or south to the River Road Trailhead. Visitors who continue on to the River Road Trailhead can enjoy the native seed beds at the River Road Trailhead.</p><p><strong>Newton Loop Trail:</strong> The crushed rock Newton Loop Trail, named for George Newton, whose grave marker sits alongside the trail, is a 1.6-mile walk. The Newton Loop Trail crosses paths with the Henslow Loop Trail and hikers can easily add the 1.5-mile trail into their excursion.</p>",,250392,Facility
16,Whitetail archery and shotgun hunting is permited in the open areas that may be accessed via the Explosives Road Trailhead. All hunters must sign in and sign out using the hunter sign in sheets located at the trailheads. Hunters that leave their vehicles parked at the trailhead must display a Midewin hunting pass on their dashboard. All Midewin and state rules and regulations must be followed.,,250392,Facility
26,"<p>This trailhead is a gateway to grazing cattle.</p><p><strong>Henslow Loop Trail:</strong> As visitors traverse the mowed grass path Henslow&rsquo;s sparrows will be seen, but rarely, as they aren&rsquo;t very common. They have what is referred to as an &ldquo;unimpressive song&rdquo;, a short tsilick; however, its singing is often the only way to find the bird, as it blends well into the prairie it calls home. Another bird you may see along the hike is bobolink, during their breeding season, from May to June.</p><p><strong>Newton Loop Trail:</strong> As visitors traverse the mowed grass path they will see bobolinks, dickcissels, indigo buntings, grasshopper sparrows and eastern meadowlarks.</p>",,250392,Facility
5,,,250757,Facility
14,,,250757,Facility
11,,,250769,Facility
9,,,250775,Facility
11,,,250775,Facility
14,,,250775,Facility
14,,,250783,Facility
14,,,250785,Facility
15,,,250785,Facility
14,,,250786,Facility
15,,,250786,Facility
14,,,250787,Facility
14,,,250788,Facility
15,,,250788,Facility
14,,,250789,Facility
15,,,250789,Facility
14,,,250790,Facility
15,,,250790,Facility
14,,,250791,Facility
15,,,250791,Facility
14,,,250792,Facility
15,,,250792,Facility
6,Boating,,250796,Campground
9,Camping,Camping,250796,Campground
11,Fishing,,250796,Campground
14,Hiking,,250796,Campground
14,,,250803,Facility
15,,,250803,Facility
14,,,250804,Facility
15,,,250804,Facility
5,Mountain Biking,,250818,Campground
6,Canoeing,,250818,Campground
8,Archeological Sites,,250818,Campground
9,Camping,Camping,250818,Campground
10,Evening Programs,,250818,Campground
16,Hunting,,250818,Campground
22,Sledding,,250818,Campground
24,Emergency Services,,250818,Campground
25,Jet Skiing,,250818,Campground
26,Wildlife Viewing,,250818,Campground
32,Amphitheater,,250818,Campground
38,Concessions,,250818,Campground
14,,,250819,Facility
26,,,250819,Facility
14,,,250832,Facility
5,,,250845,Facility
14,,,250845,Facility
9,Camping,,250850,Campground
14,Hiking,,250850,Campground
15,Horseback Riding,,250850,Campground
109,Horse Camping,,250850,Campground
9,Camping,Camping,250852,Campground
11,Fishing,,250852,Campground
5,,,250856,Facility
8,,,250856,Facility
11,,,250856,Facility
14,,,250856,Facility
15,,,250856,Facility
20,,,250856,Facility
26,,,250856,Facility
40,,,250856,Facility
104,,,250856,Facility
8,,,250859,Facility
44,,,250859,Facility
104,,,250859,Facility
14,,,250862,Facility
14,,,250865,Facility
15,,,250865,Facility
14,,,250866,Facility
15,,,250866,Facility
14,,,250868,Facility
15,,,250868,Facility
14,,,250869,Facility
15,,,250869,Facility
14,,,250870,Facility
15,,,250870,Facility
9,"<p>Campsites with grills, tables, lantern poles and tent pads, but no electrical hookups. Restrooms with hot showers. Trailhead connecting campground to the North Sylamore Creek Hiking Trail. Drinking water.</p>",,250871,Campground
8,Historic Sites,,250874,Campground
9,Camping,Camping,250874,Campground
20,,,250876,Facility
5,Bicycle Riding,,250877,Campground
7,Rock Climbing,,250877,Campground
8,Archeological Sites,,250877,Campground
9,Camping,Camping,250877,Campground
10,Interpretive Programs,,250877,Campground
14,Hiking,,250877,Campground
15,Horseback Riding,,250877,Campground
16,Hunting,,250877,Campground
24,Interpretive Center,,250877,Campground
26,Wildlife Viewing,,250877,Campground
14,"<p>	For more information about visiting the Boundary Peak area:</p><ul>	<li>		<a href=""javascript:void(0)/*183*/"">Boundary Peak Wilderness</a></li>	<li>		<a href=""javascript:void(0)/*184*/"">Trail Canyon</a></li>	<li>		<a href=""javascript:void(0)/*185*/""><span style=""display: none"">&nbsp;</span>Queen Canyon</a></li></ul>",,250879,Facility
15,"<p>	For more information about visiting the Boundary Peak area:</p><ul>	<li>		<a href=""javascript:void(0)/*183*/"">Boundary Peak Wilderness</a></li>	<li>		<a href=""javascript:void(0)/*184*/"">Trail Canyon</a></li>	<li>		<a href=""javascript:void(0)/*185*/""><span style=""display: none"">&nbsp;</span>Queen Canyon</a></li></ul>",,250879,Facility
14,,,250886,Facility
14,,,250887,Facility
14,,,250892,Facility
8,Historic & Cultural Site,,250901,Campground
9,Camping,,250901,Campground
14,Hiking,,250901,Campground
20,Picnicking,,250901,Campground
24,Visitor Center,,250901,Campground
28,Wilderness,,250901,Campground
32,Day Use Area,,250901,Campground
104,Photography,,250901,Campground
100015,Star Gazing,,250901,Campground
100017,Birding,,250901,Campground
100029,Scenic Drive,,250901,Campground
14,,,250908,Facility
14,,,250914,Facility
14,,,250916,Facility
14,,,250918,Facility
14,,,250921,Facility
14,,,250924,Facility
14,,,250926,Facility
14,,,250929,Facility
15,,,250929,Facility
14,,,250942,Facility
14,,,250947,Facility
14,,,250951,Facility
15,,,250951,Facility
14,,,250953,Facility
15,,,250953,Facility
14,"<p>	From the connector trail many options are available for day hiking trips.&nbsp; This trail connects with multiple other trails allowing for great choices for a wonderful day hike in the wilderness through timber, open vistas and beautiful meadows.&nbsp; </p>",,250961,Facility
15,"<p>	Horse riders can start their ride at <a href=""http://www.fs.usda.gov/recarea/malheur/recreation/recarea/?recid=40020&amp;actid=50"">Table Mountain Trail #217</a>, travel approximately 4.5 miles to the junction with Table Mountain Trail A #5000.&nbsp; Taking this 1 mile trail and connecting to <a href=""http://www.fs.usda.gov/recarea/malheur/recarea/?recid=39986"">Pine Creek Trail #201</a> to allow for a longer ride throughout the Strawberry Mountain Wilderness.&nbsp;</p><p>	Please use certified weed free hay.&nbsp; Remember to take any unused hay when leaving.&nbsp;</p>",,250961,Facility
8,,,250978,Facility
44,,,250978,Facility
104,,,250978,Facility
6,Boating,,250985,Campground
9,Camping,,250985,Campground
11,Fishing,,250985,Campground
14,Hiking,,250985,Campground
16,Hunting,,250985,Campground
20,Picnicking,,250985,Campground
25,Water Sports,,250985,Campground
26,Wildlife Viewing,,250985,Campground
32,Day Use Area,,250985,Campground
104,Photography,,250985,Campground
105,Paddling,,250985,Campground
106,Swimming,,250985,Campground
100006,Water Activities,,250985,Campground
100008,Canoeing,,250985,Campground
100015,Star Gazing,,250985,Campground
100017,Birding,,250985,Campground
100018,Non-Motorized Boating,,250985,Campground
100019,Water Access,,250985,Campground
100029,Scenic Drive,,250985,Campground
100032,Rafting,,250985,Campground
100033,River Trips,,250985,Campground
100045,Tubing,,250985,Campground
9,Camping,Camping,250988,Campground
14,Hiking,,250988,Campground
34,Swimming,,250988,Campground
5,,,250991,Facility
14,,,250991,Facility
15,,,250991,Facility
14,,,250992,Facility
5,,,250997,Facility
14,,,250997,Facility
15,,,250997,Facility
4,Autotouring,,251,Rec Area
6,Boating,,251,Rec Area
7,Climbing,,251,Rec Area
11,Fishing,,251,Rec Area
20,Picnic,,251,Rec Area
24,Visitor Center,,251,Rec Area
25,Water Sports,,251,Rec Area
26,Wildlife Viewing,,251,Rec Area
37,Playground,,251,Rec Area
103,Environmental Education,,251,Rec Area
8,,,251006,Facility
44,,,251006,Facility
104,,,251006,Facility
9,Camping,Camping,251008,Campground
10,Evening Programs,,251008,Campground
15,Horse Rentals,,251008,Campground
32,Amphitheater,,251008,Campground
44,Motel,,251008,Campground
9,,,251011,Campground
23,,,251011,Campground
109,,,251011,Campground
14,,,251020,Facility
22,,,251021,Facility
6,,,251026,Campground
6,,,251032,Facility
6,,,251037,Facility
6,,,251038,Facility
9,Camping,Camping,251044,Campground
34,Swimming,,251044,Campground
9,Camping,Camping,251045,Campground
20,Picnic Tables,,251045,Campground
34,Swimming,,251045,Campground
14,,,251047,Facility
14,,,251048,Facility
4,,,251049,Facility
9,,,251049,Facility
14,,,251049,Facility
23,,,251049,Facility
5,,,251050,Facility
9,,,251050,Facility
14,,,251050,Facility
18,,,251050,Facility
20,,,251050,Facility
22,,,251050,Facility
14,,,251052,Facility
14,,,251058,Facility
14,,,251059,Facility
5,,,251060,Facility
14,,,251060,Facility
15,,,251060,Facility
14,,,251061,Facility
14,,,251062,Facility
5,,,251063,Facility
14,,,251063,Facility
14,,,251064,Facility
11,,,251066,Facility
14,,,251066,Facility
20,,,251066,Facility
106,,,251066,Facility
14,,,251068,Facility
14,,,251069,Facility
15,,,251069,Facility
14,,,251070,Facility
8,,,251075,Facility
44,,,251075,Facility
104,,,251075,Facility
106,,,251075,Facility
15,"<p>	Check the <a href=""http://www.fs.usda.gov/Internet/FSE_DOCUMENTS/stelprdb5362726.pdf"">Trail Condition Report </a>&nbsp;before attempting. Not all trails are suitable for stock.</p><p>	Certified weed-free hay, cubes and straw required on National Forest lands.</p><p>	Use of high-lines is appreciated, and should be set up at least 200 feet from water sources.</p>",,251078,Facility
16,"<p>	<span lang=""EN"" style=""font-size: 11pt; font-family: &quot;calibri&quot;,&quot;sans-serif&quot;; color: #333333; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: &quot;times new roman&quot;; mso-bidi-theme-font: minor-bidi; mso-ansi-language: en"">A State of Idaho Hunting License is required. &nbsp;For details and regulations, visit:</span><span style=""font-size: 13.5pt; color: black""> &nbsp;</span><a href=""http://fishandgame.idaho.gov/""><span style=""font-size: 13.5pt""><font color=""#0000ff"">http://fishgame.idaho.gov/</font></span></a><span style=""font-size: 13.5pt; color: black"">&nbsp;</span><span lang=""EN"" style=""font-size: 11pt; font-family: &quot;calibri&quot;,&quot;sans-serif&quot;; color: #333333; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: &quot;times new roman&quot;; ",,251078,Facility
5,,,251103,Facility
15,"<p>	Available on the unpaved trail adjacent to the paves St Marks trail. Horses are not allowed on the mountain bike trails.</p>",,251103,Facility
8,,,251112,Facility
44,,,251112,Facility
104,,,251112,Facility
106,,,251112,Facility
5,Biking,,251120,Campground
6,Boating,,251120,Campground
9,Camping,Camping,251120,Campground
14,Hiking,,251120,Campground
14,,,251128,Facility
15,,,251128,Facility
14,,,251130,Campground
14,,,251133,Facility
15,,,251133,Facility
8,,,251140,Facility
104,,,251140,Facility
4,,,251141,Campground
9,,,251141,Campground
14,,,251141,Campground
20,,,251141,Campground
26,,,251141,Campground
14,,,251143,Facility
9,,,251144,Facility
11,,,251144,Facility
14,,,251144,Facility
9,,,251146,Facility
14,,,251146,Facility
4,,,251148,Facility
11,,,251149,Facility
14,,,251155,Facility
14,,,251156,Facility
9,Camping,,251160,Campground
14,Hiking,,251160,Campground
26,Wildlife Viewing,,251160,Campground
32,Day Use Area,,251160,Campground
100017,Birding,,251160,Campground
9,Camping,,251161,Campground
14,Hiking,,251161,Campground
26,Wildlife Viewing,,251161,Campground
100017,Birding,,251161,Campground
14,,,251166,Facility
14,,,251178,Facility
15,,,251178,Facility
109,,,251178,Facility
14,,,251180,Facility
14,,,251181,Facility
14,"<p>Day hiking.</p>",,251200,Facility
14,,,251257,Facility
14,,,251258,Facility
5,Biking,,251262,Campground
6,Canoeing,,251262,Campground
8,Historic Sites,,251262,Campground
9,Camping,Camping,251262,Campground
38,Concessions,,251262,Campground
5,Biking,,251263,Campground
8,Historic Sites,,251263,Campground
9,Camping,Camping,251263,Campground
10,Educational Programs,,251263,Campground
14,Hiking,,251263,Campground
9,Camping,Camping,251264,Campground
5,Biking,,251265,Campground
6,Boating,,251265,Campground
9,Camping,Camping,251265,Campground
16,Hunting,,251265,Campground
26,Wildlife Viewing,,251265,Campground
6,Canoeing,,251274,Campground
9,Camping,Camping,251274,Campground
11,Fishing,,251274,Campground
14,Hiking,,251274,Campground
22,Cross Country Skiing,,251274,Campground
25,Scuba Diving,,251274,Campground
26,Wildlife Viewing,,251274,Campground
5,Biking,,251275,Campground
20,Picnicking,,251275,Campground
26,Wildlife Viewing,,251275,Campground
100017,Birding,,251275,Campground
16,,,251276,Facility
109,,,251276,Facility
109,,,251277,Facility
14,,,251278,Facility
14,,,251279,Facility
15,,,251279,Facility
14,,,251280,Facility
18,,,251280,Facility
5,,,251281,Facility
14,,,251281,Facility
15,,,251281,Facility
18,,,251281,Facility
9,,,251282,Facility
14,,,251282,Facility
5,,,251283,Facility
30,,,251283,Facility
109,,,251283,Facility
14,,,251284,Facility
6,,,251285,Facility
9,,,251285,Facility
11,,,251285,Facility
14,,,251285,Facility
20,,,251285,Facility
6,,,251287,Facility
11,,,251288,Facility
18,,,251291,Facility
5,,,251292,Facility
14,,,251292,Facility
6,,,251293,Facility
5,,,251297,Facility
14,,,251297,Facility
15,,,251297,Facility
5,,,251300,Facility
14,,,251300,Facility
14,,,251310,Facility
14,,,251312,Facility
14,,,251319,Facility
15,,,251319,Facility
8,,,251324,Facility
44,,,251324,Facility
104,,,251324,Facility
106,,,251324,Facility
14,,,251325,Facility
20,,,251325,Facility
14,,,251326,Facility
24,,,251326,Facility
109,,,251327,Facility
6,,,251328,Facility
14,,,251329,Facility
14,,,251332,Facility
18,,,251332,Facility
5,,,251337,Facility
14,,,251337,Facility
8,,,251346,Facility
44,,,251346,Facility
104,,,251346,Facility
8,,,251347,Facility
44,,,251347,Facility
104,,,251347,Facility
106,,,251347,Facility
5,Biking,,251350,Campground
10,Interpretive Programs,,251350,Campground
11,Fishing,,251350,Campground
14,Hiking,,251350,Campground
20,Picnicking,,251350,Campground
24,Visitor Center,,251350,Campground
26,Wildlife Viewing,,251350,Campground
32,Day Use Area,,251350,Campground
5,Mountain Biking,,251351,Campground
9,Camping,Camping,251351,Campground
11,Fishing,,251351,Campground
14,Hiking,,251351,Campground
15,Horseback Riding,,251351,Campground
32,Amphitheater,,251351,Campground
9,Camping,Camping,251352,Campground
11,Fishing,,251352,Campground
9,Camping,Camping,251353,Campground
11,Fishing,,251353,Campground
6,Kayaking,,251354,Campground
8,Historic Sites,,251354,Campground
9,Camping,Camping,251354,Campground
11,Fishing,,251354,Campground
14,Hiking,,251354,Campground
15,Horseback Riding,,251354,Campground
26,Wildlife Viewing,,251354,Campground
27,Fish Hatchery,,251354,Campground
34,Swimming,,251354,Campground
6,Boating,,251355,Campground
9,Camping,Camping,251355,Campground
11,Fish Cleaning Station,,251355,Campground
26,Wildlife Viewing,,251355,Campground
6,Boating,,251356,Campground
9,Camping,,251356,Campground
11,Fishing,,251356,Campground
14,Hiking,,251356,Campground
26,Wildlife Viewing,,251356,Campground
11,Fishing,,251357,Campground
14,Hiking,,251357,Campground
26,Wildlife Viewing,,251357,Campground
9,Camping,Camping,251358,Campground
11,Fishing,,251358,Campground
14,Hiking,,251358,Campground
15,Horseback Riding,,251358,Campground
16,Hunting,,251358,Campground
5,Biking,,251359,Campground
9,Camping,Camping,251359,Campground
11,Fishing,,251359,Campground
24,Ranger Station,,251359,Campground
6,Boating,,251361,Campground
9,Camping,Camping,251361,Campground
11,Fishing,,251361,Campground
26,Wildlife Viewing,,251361,Campground
100017,Birding,,251362,Campground
9,Camping,Camping,251363,Campground
11,Fishing,,251363,Campground
14,Hiking,,251363,Campground
16,Hunting,,251363,Campground
26,Wildlife Viewing,,251363,Campground
34,Swimming,,251363,Campground
11,Fishing,,251364,Campground
106,Swimming,,251364,Campground
100017,Birding,,251364,Campground
11,Fishing,,251365,Campground
106,Swimming,,251365,Campground
100015,Star Gazing,,251365,Campground
9,Camping,,251366,Campground
20,Picnicking,,251366,Campground
100017,Birding,,251366,Campground
6,Boating,,251367,Campground
11,Fishing,,251367,Campground
14,Hiking,,251367,Campground
20,Picnicking,,251367,Campground
26,Wildlife Viewing,,251367,Campground
32,Day Use Area,,251367,Campground
104,Photography,,251367,Campground
106,Swimming,,251367,Campground
100002,Mountain Biking,,251367,Campground
100007,Kayaking,,251367,Campground
100008,Canoeing,,251367,Campground
100015,Star Gazing,,251367,Campground
100017,Birding,,251367,Campground
100019,Water Access,,251367,Campground
100036,Backpacking,,251367,Campground
100042,Mushroom Picking,,251367,Campground
26,,,251368,Facility
14,,,251374,Facility
5,,,251376,Facility
14,,,251376,Facility
5,,,251381,Facility
14,,,251381,Facility
15,,,251381,Facility
15,,,251400,Facility
5,,,251408,Facility
14,,,251408,Facility
5,,,251409,Facility
14,,,251409,Facility
5,,,251410,Facility
14,,,251410,Facility
15,,,251410,Facility
5,,,251415,Facility
14,,,251415,Facility
15,,,251415,Facility
5,,,251417,Facility
14,,,251417,Facility
5,,,251418,Facility
14,,,251418,Facility
14,,,251420,Facility
14,,,251422,Facility
14,,,251424,Facility
14,,,251426,Facility
14,,,251429,Facility
9,Camping,Camping,251430,Campground
24,Ranger Station,,251430,Campground
6,Marina,,251431,Campground
9,Camping,Camping,251431,Campground
24,Ranger Station,,251431,Campground
9,Camping,Camping,251432,Campground
26,Wildlife Viewing,,251432,Campground
34,Swimming,,251432,Campground
9,Camping,Camping,251433,Campground
9,Camping,,251434,Campground
11,Fishing,,251434,Campground
14,Hiking,,251434,Campground
32,Day Use Area,,251434,Campground
39,Observation Site,,251434,Campground
106,Swimming,,251434,Campground
100005,Paddle Boating,,251434,Campground
100007,Kayaking,,251434,Campground
100008,Canoeing,,251434,Campground
100018,Non-Motorized Boating,,251434,Campground
100029,Scenic Drive,,251434,Campground
9,Camping,Camping,251435,Campground
9,Camping,Camping,251436,Campground
11,Fishing,,251436,Campground
14,Hiking,,251436,Campground
24,Ranger Station,,251436,Campground
26,Wildlife Viewing,,251436,Campground
9,Camping,Camping,251437,Campground
11,Fishing,,251437,Campground
14,Hiking,,251437,Campground
15,Horseback Riding,,251437,Campground
16,Hunting,,251437,Campground
6,Boating,,251438,Campground
9,Camping,,251438,Campground
11,Fishing,,251438,Campground
14,Hiking,,251438,Campground
106,Swimming,,251438,Campground
100002,Mountain Biking,,251438,Campground
100007,Kayaking,,251438,Campground
100008,Canoeing,,251438,Campground
100018,Non-Motorized Boating,,251438,Campground
100019,Water Access,,251438,Campground
100032,Rafting,,251438,Campground
100033,River Trips,,251438,Campground
100034,Whitewater Rafting,,251438,Campground
6,Boating,,251445,Campground
8,Historic Sites,,251445,Campground
9,Camping,Camping,251445,Campground
11,Fish Cleaning Station,,251445,Campground
14,Hiking,,251445,Campground
16,Hunting,,251445,Campground
25,Jet Skiing,,251445,Campground
32,Amphitheater,,251445,Campground
34,Swimming,,251445,Campground
6,Kayaking,,251446,Campground
8,Historic Sites,,251446,Campground
9,Camping,Camping,251446,Campground
11,Fish Cleaning Station,,251446,Campground
14,Hiking,,251446,Campground
15,Horseback Riding,,251446,Campground
16,Hunting,,251446,Campground
25,Water Skiing,,251446,Campground
26,Wildlife Viewing,,251446,Campground
32,Amphitheater,,251446,Campground
34,Swimming,,251446,Campground
9,Camping,Camping,251447,Campground
9,Camping,Camping,251448,Campground
9,Camping,Camping,251449,Campground
9,Camping,Camping,251450,Campground
26,Wildlife Viewing,,251450,Campground
34,Swimming,,251450,Campground
9,Camping,,251451,Campground
5,Mountain Biking,,251452,Campground
6,Kayaking,,251452,Campground
8,Historic Sites,,251452,Campground
9,Camping,Camping,251452,Campground
11,Fishing,,251452,Campground
14,Hiking,,251452,Campground
26,Wildlife Viewing,,251452,Campground
9,Camping,Camping,251453,Campground
26,Wildlife Viewing,,251453,Campground
34,Swimming,,251453,Campground
9,Camping,Camping,251454,Campground
9,Camping,Camping,251467,Campground
9,Camping,,251468,Campground
14,Hiking,,251468,Campground
15,Horseback Riding,,251468,Campground
16,Hunting,,251468,Campground
26,Wildlife Viewing,,251468,Campground
5,Biking,,251469,Campground
8,Archeological Sites,,251469,Campground
9,Camping,Camping,251469,Campground
11,Fishing,,251469,Campground
14,Hiking,,251469,Campground
15,Horseback Riding,,251469,Campground
24,Emergency Services,,251469,Campground
26,Wildlife Viewing,,251469,Campground
11,Fishing,,251470,Campground
100006,Water Activities,,251470,Campground
11,Fishing,,251471,Campground
26,Wildlife Viewing,,251471,Campground
100017,Birding,,251471,Campground
100034,Whitewater Rafting,,251471,Campground
9,Camping,,251472,Campground
15,Horseback Riding,,251472,Campground
109,Horse Camping,,251472,Campground
6,Kayaking,,251473,Campground
9,Camping,Camping,251473,Campground
11,Fishing,,251473,Campground
14,Hiking,,251473,Campground
24,Emergency Services,,251473,Campground
20,,,251476,Facility
106,,,251476,Facility
18,,,251477,Facility
20,,,251478,Facility
14,"<p>	The Lake Eaton Trail offers two loops - long and short - plus a real workout climbing in and out of the sinkhole.</p>",,251480,Facility
18,,,251482,Facility
18,,,251483,Facility
14,,,251485,Facility
26,,,251485,Facility
14,,,251496,Facility
14,,,251506,Facility
6,Kayaking,,251511,Campground
9,Camping,Camping,251511,Campground
14,Hiking,,251511,Campground
24,Emergency Services,,251511,Campground
6,Boating,,251512,Facility
9,Camping,,251512,Facility
11,Fishing,,251512,Facility
25,Water Sports,,251512,Facility
6,Boating,,251513,Facility
9,Camping,,251513,Facility
25,Water Sports,,251513,Facility
5,Mountain Biking,,251521,Campground
6,Canoeing,,251521,Campground
9,Camping,Camping,251521,Campground
11,Fishing,,251521,Campground
14,Hiking,,251521,Campground
15,Horseback Riding,,251521,Campground
25,Water Skiing,,251521,Campground
26,Wildlife Viewing,,251521,Campground
32,Adirondack Shelter,,251521,Campground
34,Swimming,,251521,Campground
20,Open from May through September.  12 miles from Canjilon.,,251526,Facility
8,Historic & Cultural Site,,251534,Campground
9,Camping,,251534,Campground
11,Fishing,,251534,Campground
14,Hiking,,251534,Campground
24,Visitor Center,,251534,Campground
26,Wildlife Viewing,,251534,Campground
104,Photography,,251534,Campground
100017,Birding,,251534,Campground
5,Biking,,251535,Campground
8,Historic & Cultural Site,,251535,Campground
9,Camping,,251535,Campground
10,Interpretive Programs,,251535,Campground
14,Hiking,,251535,Campground
28,Wilderness,,251535,Campground
104,Photography,,251535,Campground
100015,Star Gazing,,251535,Campground
100026,Evening Programs,,251535,Campground
100036,Backpacking,,251535,Campground
5,Mountain Biking,,251536,Campground
9,Camping,Camping,251536,Campground
11,Fishing,,251536,Campground
14,Hiking,,251536,Campground
9,Camping,Camping,251537,Campground
9,Camping,Camping,251538,Campground
6,Boating,,251539,Campground
11,Fishing,,251539,Campground
26,Wildlife Viewing,,251539,Campground
32,Day Use Area,,251539,Campground
100017,Birding,,251539,Campground
10,,,251542,Facility
14,,,251542,Facility
24,,,251542,Facility
26,,,251542,Facility
5,Biking,,251544,Campground
9,Camping,Camping,251544,Campground
14,Hiking,,251544,Campground
9,Camping,Camping,251545,Campground
11,Fishing,,251545,Campground
14,Hiking,,251545,Campground
9,Camping,,251546,Campground
26,Wildlife Viewing,,251546,Campground
100017,Birding,,251546,Campground
100048,Historic Sites,,251546,Campground
100052,Lookout Tower,,251546,Campground
6,Boating,,251547,Campground
8,Archeological Sites,,251547,Campground
9,Camping,Camping,251547,Campground
11,Fishing,,251547,Campground
14,Hiking,,251547,Campground
26,Wildlife Viewing,,251547,Campground
38,Concessions,,251547,Campground
5,Biking,,251548,Campground
6,Boating,,251548,Campground
11,Fishing,,251548,Campground
14,Hiking,,251548,Campground
100007,Kayaking,,251548,Campground
100008,Canoeing,,251548,Campground
9,Camping,Camping,251549,Campground
5,Biking,,251550,Campground
11,Fishing,,251550,Campground
24,Visitor Center,,251550,Campground
32,Day Use Area,,251550,Campground
106,Swimming,,251550,Campground
30,,,251552,Facility
5,Mountain Biking,,251564,Campground
9,Camping,Camping,251564,Campground
14,Hiking,,251564,Campground
26,Wildlife Viewing,,251564,Campground
5,Mountain Biking,,251565,Campground
9,Camping,Camping,251565,Campground
11,Fishing,,251565,Campground
14,Hiking,,251565,Campground
15,Horseback Riding,,251565,Campground
16,Hunting,,251565,Campground
9,Camping,Camping,251566,Campground
9,Camping,Camping,251567,Campground
9,Camping,Camping,251568,Campground
9,Camping,Camping,251569,Campground
9,Camping,,251570,Campground
11,Fishing,,251570,Campground
14,Hiking,,251570,Campground
106,Swimming,,251570,Campground
9,Camping,Camping,251574,Campground
6,Boating,,251575,Campground
9,Camping,,251575,Campground
11,Fishing,,251575,Campground
14,Hiking,,251575,Campground
34,Swimming Site,,251575,Campground
100008,Canoeing,,251575,Campground
9,Camping,Camping,251577,Campground
5,Mountain Biking,,251578,Campground
6,Canoeing,,251578,Campground
9,Camping,Camping,251578,Campground
11,Fishing,,251578,Campground
26,Wildlife Viewing,,251578,Campground
5,Mountain Biking,,251579,Campground
6,Rafting,,251579,Campground
7,Rock Climbing,,251579,Campground
9,Camping,Camping,251579,Campground
11,Fishing,,251579,Campground
14,Hiking,,251579,Campground
26,Wildlife Viewing,,251579,Campground
30,Lookout Tower,,251579,Campground
5,Biking,,251580,Campground
6,Boating,,251580,Campground
9,Camping,,251580,Campground
11,Fishing,,251580,Campground
14,Hiking,,251580,Campground
100000,Motor Boat,,251580,Campground
100002,Mountain Biking,,251580,Campground
100022,Jet Skiing,,251580,Campground
100043,Amphitheater,,251580,Campground
9,Camping,Camping,251581,Campground
9,Camping,Camping,251582,Campground
14,Hiking,,251582,Campground
24,Ranger Station,,251582,Campground
5,Mountain Biking,,251583,Campground
9,Camping,Camping,251583,Campground
14,Hiking,,251583,Campground
104,,,2516,Rec Area
105,,,2516,Rec Area
5,Mountain Biking,,251609,Campground
9,Camping,Camping,251609,Campground
14,Hiking,,251609,Campground
24,Ranger Station,,251609,Campground
25,Tubing,,251609,Campground
9,Camping,,251611,Campground
26,Wildlife Viewing,,251611,Campground
100015,Star Gazing,,251611,Campground
100017,Birding,,251611,Campground
14,,,251612,Facility
15,,,251612,Facility
14,,,251613,Facility
9,Camping,Camping,251615,Campground
11,Fishing,,251615,Campground
34,Swimming,,251615,Campground
6,Boating,,251616,Campground
11,Fishing,,251616,Campground
14,Hiking,,251616,Campground
106,Swimming,,251616,Campground
100006,Water Activities,,251616,Campground
9,Camping,Camping,251618,Campground
9,Camping,Camping,251619,Campground
9,Camping,Camping,251620,Campground
9,Camping,Camping,251621,Campground
