AttributeID,AttributeName,AttributeValue,EntityID,EntityType
43,Important Information,"<li>Closed-toe shoes are required. <br /><br /></li><li>Be prepared for varying temperatures and weather conditions. You may need a hat, jacket, and gloves. The temperature drops quickly as the sun goes down. <br /><br /></li><li>One liter of water per person is recommended. <br /><br /></li><li>Participants must stay with the group for the duration of the program and be physically capable of walking a total of one mile (1.6 km) in the dunes. Children must stay close to parents. This is a night hike, and it is extremely easy to become lost once separated from the group.  Due to these concerns, it is not recommended to bring young children and infants on this tour. This tour is not stroller-accessible.<br /><br /></li><li>Please carpool with friends and family due to limited parking at the trailhead.<br /><br /></li><li>While photography is allowed and encouraged, no tripods or flash photography will be allowed. To preserve everyones night vision and program experience, flashlights or headlamps are also not allowed.<br /><br /></li><li>Tour check-in begins 30-minutes before program start time at the Dune Life Nature Trail. The hike will begin promptly at the stated start time. If you arrive after rangers have left the trailhead, you will not be to join the hike.<br /><br /></li><li>Pets are allowed as long as they are non-disruptive, on a leash no longer than six feet (2 m), and are under physical control at all times.  Please pick up after your pet(s). <br /><br /></li><li>Programs may be canceled due to weather or missile range activities.  If a program is canceled, it will not be re-scheduled.<br /><br /></li><li><b>Pass Discounts: </b>Pass discounts are not available for White Sands Tours.</li>",253,Tour
49,Long Description,"Have you ever wanted to hike the dunes under the magical glow of the full moon? This is your chance to enjoy the peace and serenity of this elusive environment and experience what the animals that live in the area see at night.  Join a ranger for a full moon hike and see firsthand how these animals survive in the dunes. Full moon hikes are offered once a month on the night before the full moon.<br /><br /><b>About the Hike</b><br />The Dune Life Nature Trail is rated as moderate. It requires hikers to climb two steep dunes and walk on soft sand. The trail starts down on the desert plain and is level for the first 300 yards before going up a steep slope onto the sand dunes. The trail is one mile (1.61 km) long. You must be able to hike the entire trail. The group must stay together for safety concerns. No one is permitted to leave the program early to return to the parking area by themselves. <br /><br /><b>Reservations</b><br />White Sands National Monument offers reservations one month in advance for guided tours throughout the year.  The monument offers the Full Moon Hike May through October the night before the full moon. Reservations are required to participate in the program. For more information, visit: <a href=https://www.nps.gov/whsa/planyourvisit/full-moon-hike.htm target=_blank> the park website</a>.<br /><br />2018 Tour Dates <br />Full Moon Hike: May 28, June 27, July 26, August 25, September 23, October 23",253,Tour
66,Physical Effort,Moderate,253,Tour
95,Tour Days / Hours Description,"Offered only once a month, on the night before the full moon, from May through October. ",253,Tour
1,Accessibility,The hike to the lake is not wheelchair or stroller accessible. It is not recommended for those with impaired mobility or health concerns. Emergency medical response will be delayed due to the remote location. Health concerns should be carefully considered before committing to this hike.,254,Tour
3,Amenities,Two portable toilets are available outside the entrance to the Small Missile Range Gate.  One portable toilet is available at the trailhead.,254,Tour
19,Directions To Tour,"The Lake Lucero tour begins 25 miles (40.23 km) southwest of the monument at the Small Missile Range Gate, located on Hwy 70 West between mile markers 174 and 175. Participants will caravan in their personal vehicle from the gate to the trail head 17.5 miles (27.36 km) one-way or 35 miles (56.33 km) round trip.",254,Tour
43,Important Information,"<li>You will be outside for several hours and walking 1.5 miles (2.41 km) roundtrip over rough, uneven desert terrain and washes. The trail is not wheelchair accessible. Emergency medical response will be delayed due to the remote location. Emergency services can be up to one hour away. Health concerns should be carefully considered before committing to this hike. <br /><br /></li><li>Bring ample drinking water (at least two liters per person), snacks, hat, sunscreen, and sunglasses. No water is available on the trail. Rangers will not have extra water. <br /><br /></li><li>Closed-toe shoes such as hiking boots or stout walking shoes are required. No sandals or open-toe shoes are allowed.<br /><br /></li><li>Dress accordingly for the weather. Long sleeves and long pants are highly recommended even on warm days to protect your skin from the sun. <br /><br /></li><li>Due to difficult conditions (i.e., sun, heat, rough trail, and remote location), it is not recommended to bring young children and infants on this tour. This tour is not stroller-accessible.<br /><br /></li><li>You will caravan in your own car from the Small Range Missile Gate to the trailhead 17.5 miles (27.36 km) one-way or 35 miles (56.33 km) roundtrip across White Sands Missile Range Property. You must stay in the caravan at all times.<br /><br /></li><li>It is necessary to have a sufficient amount of fuel and a spare tire in case of a flat.  No services are available, and cell phone reception is poor.<br /><br /></li><li>Please carpool with friends and family due to limited parking and restrictions on the number of vehicles permitted in the caravan to the trailhead.  <br /><br /></li><li>Tour check-in begins 40-minutes before program start time at the Small Missile Range Gate. <br /><br /></li><li>The caravan will leave promptly at the stated tour start time. If you arrive after the caravan has left, you will not be able to join the tour.<br /><br /></li><li>The taking of pictures and/or video recordings of any kind is prohibited on White Sands Missile Range property. Once at the trailhead and on monument property, the ranger will notify you when you may begin taking photos or videos.<br /><br />   </li><li>Per missile range rules, concealed carry weapons are NOT allowed on the tour.<br /><br /></li><li>Pets and service animals are allowed as long as they are non-disruptive, on a leash no longer than six feet (2 m), and under physical control at all times. Please pick up after your pet(s).<br /><br /></li><li>Programs may be canceled due to weather or missile range activities. If a program is canceled, it will not be re-scheduled. <br /><br /></li><li><b>Pass Discounts: </b>Pass discounts are not available for White Sands Tours.</li>",254,Tour
49,Long Description,"Whatever your interest, come Step Through Time with us and learn about the Tularosa Basins fascinating human history! Take a look beyond the bad men and the territorial conflicts as we explore some of the lesser-known aspects of the areas past. Most Step Through Time programs are free and do not require a reservation. Only Step Through Time tours that require reservations or a fee will appear on Recreation.gov. Please check <a href= https://www.nps.gov/whsa/planyourvisit/step-into-the-past.htm target=_blank> the park website</a> for current schedule. <br /><br /><b>About the Hike</b><br />The hike from the trailhead to the lake and back is 1.5 miles (2.41 km) long over rough desert terrain and washes. This hike is rated as moderate. The Lake Lucero trail is not maintained. This trail is down an arroyo where the soil is loose and the terrain is uneven. The trail slopes gradually downhill toward the lake, which means the hike back to the vehicles is gently uphill.  Leaving the tour early is prohibited. All guests must enter and leave with the caravan. Participants must be physically capable of walking the entire distance.<br /><br /><b>Reservations:</b>White Sands National Monument offers reservations one month in advance for guided tours throughout the year. The monument offers a living history tour to Lake Lucero once a year typically in the fall.  Reservations are required to participate in the program. For more information, visit: <a href=https://www.nps.gov/whsa/planyourvisit/step-into-the-past.htm target=_blank> the park website</a>.<br /><br />2018 Tour Dates <br />Step Through Time: November 3",254,Tour
66,Physical Effort,Moderate,254,Tour
95,Tour Days / Hours Description,"Step Through Time programs are presented on the first Saturday of every other month throughout the year. Most programs are free; however, several require a special program fee, including this one that takes place at Lake Lucero.",254,Tour
1,Accessibility,"Restrooms, sunrise viewing area.",255,Tour
3,Amenities,"Restrooms, water, visitor center.",255,Tour
19,Directions To Tour,The entrance to the Summit District is at the Mile Marker 11 of Crater (route) 378.,255,Tour
21,Distance (miles),11,255,Tour
43,Important Information,"<ul><li>The Summit Sunrise is self-guided.<li>Please purchase one summit sunrise reservation per vehicle.<li>First-come, first-served sunrise summit reservations are not available at the entrance station or at the park.<li>Each reservation requires a $1.50 non-refundable reservation fee. Interagency or other passes do not apply to this fee.</ul>",255,Tour
49,Long Description,Observe Sunrise from Haleakala Summit is a popular activity among visitors to Maui. Parking at the Haleakala Summit is limited. This reservation ensures that you will have a parking space at one of the four sunrise viewing locations at the summit. A $1.50 reservation fee applies.,255,Tour
62,Num of Steps,0,255,Tour
95,Tour Days / Hours Description,"S,M,T,W,T,F,S",255,Tour
96,Tour Days of Week,Sunday,255,Tour
3,Amenities,There are no bathrooms or drinking water available inside of Crystal Cave.  Visitors are encouraged to bring bottled water with them and use the restrooms in the parking lot before walking the 1/2 mile trail down to Crystal Cave.,256,Tour
19,Directions To Tour,Please arrive to the Crystal Cave parking lot 10 to 15 minutes prior to your designated tour time. ,256,Tour
21,Distance (miles),1.5,256,Tour
43,Important Information,"Closed-toed shoes and light jacket recommended.<br />                                                                        Visitors with known heart or respiratory problems, circulatory problems or difficulty walking long distances and negotiating stairs should not take this tour. Evacuation for the cave to the nearest hospital will take several hours.<br />                                                                                                                       For more information visit: <a href=http://www.explorecrystalcave.com/>www.explorecrystalcave.com</a>",256,Tour
49,Long Description,"After passing through the Spider Web Gate, your guide will give you a brief history of Crystal Cave and point out unique features and formations.  You will then be led from room to room on a paved, lighted pathways, pausing to listen to water and echoes of the cave in total darkness.",256,Tour
62,Num of Steps,50,256,Tour
66,Physical Effort,Moderate,256,Tour
95,Tour Days / Hours Description,7 days a week starting June 16th to August 26th.,256,Tour
96,Tour Days of Week,Sunday,256,Tour
3,Amenities,There are no bathrooms or drinking water available inside of Crystal Cave.  Visitors are encouraged to bring bottled water with them and use the restrooms in the parking lot before walking the 1/2 mile trail down to Crystal Cave.,257,Tour
19,Directions To Tour,Please arrive to the Crystal Cave parking lot 10 to 15 minutes prior to your designated tour time.,257,Tour
21,Distance (miles),1.5,257,Tour
43,Important Information,"Closed-toed shoes and light jacket recommended. <br />                                                                              Visitors with known heart or respiratory problems, circulatory problems or difficulty walking long distances and negotiating stairs should not take this tour. Evacuation for the cave to the nearest hospital will take several hours.<br />                                                                                                                       For more information visit: <a href=http://www.explorecrystalcave.com/>www.explorecrystalcave.com</a>",257,Tour
49,Long Description,Come celebrate the night skies with us!  During Sequoia and Kings Canyon annual Dark Sky Festival we will be hosting special cave programs at Crystal Cave.  Did you ever wonder if there really is a possibility of Life on Other Worlds?  Does the answer lie in caves?  Come and see us during the Dark Sky Festival and find out! ,257,Tour
62,Num of Steps,50,257,Tour
66,Physical Effort,Moderate,257,Tour
95,Tour Days / Hours Description,"Tours offered only on September 7th, 8th and 9th of 2018.  ",257,Tour
96,Tour Days of Week,Sunday,257,Tour
19,Directions To Tour,"<p><b>From Pagosa Springs, Colorado:</b> Drive 16 miles west on Hwy 160 from Pagosa Springs to the Hwy 151 turnoff to Chimney Rock National Monument. Turn left onto Hwy 151 and drive 3 miles south to the entrance of Chimney Rock National Monument. Turn right and drive through the entrance gate 1/2 mile to the Visitor Center. </p><p><b>From Durango, Colorado:</b> Drive 44 miles east on Hwy 160 from Durango to the Hwy 151 turnoff to Chimney Rock National Monument. Turn right onto Hwy 151 and drive 3 miles south to the entrance of Chimney Rock National Monument. Turn right and drive through the entrance gate 1/2 mile to the Visitor Center. </p><i>Note: The entrance gate is open 9:00am to 4:30pm daily in-season May 15 to September 30.</i>",258,Tour
21,Distance (miles),0.5,258,Tour
43,Important Information,"<ul><li>Reservations will be cut off 12 hours before the start of the program<li>No late arrivals, entry gate closes 15 minutes before tour time.  <li>Visitors should check in at the Visitor Center located one-half mile inside the entrance gate.<li>Dress for outdoor weather: wind, insects, cool temperatures, etc., should be considered.  <li>Please wear sturdy walking shoes, sunblock, and hat.  <li>Each person attending should have water and a flashlight.  <li>Attendees may bring a cushion or blanket to sit on; no chairs are allowed.  <li>For your own safety, stay for the entire program.  <li>Ancient structures are not visible from a vehicle.   <li>During operating hours, all access to the archaeological sites is via tour/program operated under agreement with the Forest Service by the Chimney Rock Interpretive Association, a not-for-profit, volunteer organization. Fees are for tours and programs.  Fees are used to support the interpretive programs and maintain the site.  All fees are non-refundable.<li>You are responsible for the safety of yourself and family. This is a high desert location: proper hydration and sun protection are vital to your comfort and safety.  Bring water (or hydration liquid such as Gatorade).  Drinking water throughout tours and programs is highly encouraged.  Bottled water and Gatorade are available for purchase at the Visitor Center but there are no other potable water sources at the site. <li>If you have an issue with heights and or physical exertion you may find the trail to the Great House Pueblo challenging.  <li>Pit toilet-style restrooms are available at the Visitor Center and the upper parking lot.    <li>Smoking and alcoholic beverages are not permitted anywhere in the National Monument.  <li>Pets are not permitted on trails but there are some kennels available at the Visitor Center.  It is not safe to leave pets in vehicles as parking areas provide little shade.  <li>Except for water and Gatorade-type drinks, food and beverages are allowed only at the Visitor Center area or inside private vehicles. </ul>",258,Tour
49,Long Description,"<p>On May 26, Native American dancers will gather at Chimney Rock to dance inthe beautiful area adjacent to the Visitor Cabin, surrounded by PonderosaPines of the San Juan National Forest. The dancers will perform at 10:00 AMand 1:00 PM, one day only. Many Southwest tribes feel a connection toChimney Rock, and this event will be both powerful and captivating.</p><p>Guests should plan to stand for the performance, or bring their own campchairs or blankets. Each performance will include the same dancers;duration of the programs may vary depending on the specific dancespresented.</p><p>This program does not take place near the archaeological sites;regularly-scheduled walking tours of the archaeological sites will beavailable at a reduced price for those attending the Dances programs.</p><p>Tickets are $15.00 ($5.00 for children ages 5-12) plus booking fee, and arenon-refundable. In the event of cancellation due to inclement weather, rainchecks will be available. For details, please call the Visitor Cabin(970-833-5359) 9:00 - 4:00 Mountain Time.</p><b>Reservations strongly recommended. Limited space. Walk-ins on a first-come,first-serve basis.</b><br/><br/><b>Program Dates:</b><br /><b>Saturday, May 26, 10:00 AM:</b><br /><b>Arrive</b> for check-in at <b>9:30 AM</b>. Program begins at <b>10:00 AM.</b><br />",258,Tour
62,Num of Steps,0,258,Tour
66,Physical Effort,Easy,258,Tour
95,Tour Days / Hours Description,"May 26, 2018",258,Tour
19,Directions To Tour,"<p><b>From Pagosa Springs, Colorado:</b> Drive 16 miles west on Hwy 160 from Pagosa Springs to the Hwy 151 turnoff to Chimney Rock National Monument. Turn left onto Hwy 151 and drive 3 miles south to the entrance of Chimney Rock National Monument. Turn right and drive through the entrance gate 1/2 mile to the Visitor Center. </p><p><b>From Durango, Colorado:</b> Drive 44 miles east on Hwy 160 from Durango to the Hwy 151 turnoff to Chimney Rock National Monument. Turn right onto Hwy 151 and drive 3 miles south to the entrance of Chimney Rock National Monument. Turn right and drive through the entrance gate 1/2 mile to the Visitor Center. </p><i>Note: The entrance gate is open 9:00am to 4:30pm daily in-season May 15 to September 30.</i>",259,Tour
21,Distance (miles),0.5,259,Tour
43,Important Information,"<ul><li>No late arrivals, entry gate closes 15 minutes before tour time.  <li>Visitors should check in at the Visitor Center located one-half mile inside the entrance gate.<li>Dress for outdoor weather: wind, insects, cool temperatures, etc., should be considered.  <li>Please wear sturdy walking shoes, sunblock, and hat.  <li>Each person attending should have water and a flashlight.  <li>Attendees may bring a cushion or blanket to sit on.  <li>For your own safety, stay for the entire program.  <li>Ancient structures are not visible from a vehicle.   <li>During operating hours, all access to the archaeological sites is via tour/program operated under agreement with the Forest Service by the Chimney Rock Interpretive Association, a not-for-profit, volunteer organization. Fees are for tours and programs.  Fees are used to support the interpretive programs and maintain the site.  All fees are non-refundable.<li>You are responsible for the safety of yourself and family. This is a high desert location: proper hydration and sun protection are vital to your comfort and safety.  Bring water (or hydration liquid such as Gatorade).  Drinking water throughout tours and programs is highly encouraged.  Bottled water and Gatorade are available for purchase at the Visitor Center but there are no other potable water sources at the site. <li>If you have an issue with heights and or physical exertion you may find the trail to the Great House Pueblo challenging.  <li>Pit toilet-style restrooms are available at the Visitor Center and the upper parking lot.    <li>Smoking and alcoholic beverages are not permitted anywhere in the National Monument.  <li>Pets are not permitted on trails but there are some kennels available at the Visitor Center.  It is not safe to leave pets in vehicles as parking areas provide little shade.  <li>Except for water and Gatorade-type drinks, food and beverages are allowed only at the Visitor Center area or inside private vehicles. </ul>",259,Tour
49,Long Description,"<p>A coast-to-coast total eclipse of the sun will pass through neighboring Wyoming during the morning of August 21. All accounts of a total eclipse say it is an amazing experience. During an eclipse the moon blocks the sun, leaving just a corona of light, and considerably darkening the sky. Often the wind changes direction, and nocturnal animals emerge.</p><p>In Pagosa Springs you will experience a partial eclipse of the sun. During a partial eclipse, the moon passes in front of the sun, leaving the sun partially exposed. Seen from Pagosa Springs, the sun should be about 80%, but not totally, covered by the moon. Given the proximity to the total eclipse path, the moon should block much of the sun for a brief time. While not as majestic as the total eclipse, it will still be a wonderful sight to see. Some of the effects of a total eclipse should occur here</p><p>Please join us on August 21. The tour will include explanations of the eclipse by an astronomer, insights into eclipses historically and through the eyes of Native Americans, and the marvelous Native American flute playing of Charles Martinez. After checking in at the Visitor Cabin and receiving eclipse glasses for safe viewing of the eclipse, we will drive up to the High Mesa and gather at the Great House where the ancient Americans were carefully watching the sun in 1097 when a solar eclipse occurred. What they thought of the event we can only imagine, but given the importance of the heavens to these people, we can assume that it was considered of utmost importance. Tickets are $12.00 ($5.00 for children 5-12) plus booking fee, and are non-refundable. In the event of cancellation due to inclement weather, rain checks will be available. For details, please call the Visitor Cabin (970-883-5359) 9:00 to 4:00 Mountain Time.</p><br/><b>Reservations strongly recommended. Limited space. Walk-ins on a first-come, first-serve basis.</b>  (NOTE: because of the Partial Eclipse program, there will be no 9:30 AM Guided Tour on this date.)<br /><br /><b>Program Date:</b> <br /><b>Monday, August 21, 2017: </b> <br><b>Arrive for check-in 9:00am to 9:15 a.m.</b></b>  Program begins at<b> 9:45 a.m.</b> ",259,Tour
62,Num of Steps,0,259,Tour
66,Physical Effort,Easy,259,Tour
95,Tour Days / Hours Description,"Monday, August 21, 2017",259,Tour
96,Tour Days of Week,Monday,259,Tour
3,Amenities,Restrooms avialable at the office and at House Rock Campground.,26,Tour
19,Directions To Tour,All tours begin at the Sweet Home Ranger District.,26,Tour
21,Distance (miles),4,26,Tour
43,Important Information,"<li>Date: June 12, 2015<li>This hike leave promptly from the ranger district office at scheduled time (0800).  Please come prepared for a day in the forest, lunch, water, appropriate clothes, etc.",26,Tour
49,Long Description,"<b> Date June 12, 2015</b>Explore what early travel was like in the forest on the historic toll road that once linked the Willamette Valley to eastern Oregon. Hike is mostly downhill.",26,Tour
62,Num of Steps,0,26,Tour
66,Physical Effort,Easy,26,Tour
95,Tour Days / Hours Description,"June 12, 2015",26,Tour
49,Long Description,"<p>This combination package begins at the upper parking lot with a one-hour guided tour of the Pueblo Trail.  You will see several unexcavated sites along the way to the Great House Pueblo, with awe-inspiring views of the San Juan Mountains and the two pinnacles. This moderately-challenging unimproved trail has a 200-foot elevation gain and exposure to heights and steep drop-offs. Parents are asked to closely supervise their children for the safety of all attendees. </p><p>Following the tour, two Pueblo dance groups will gather at Chimney Rock to dance in the Great Kiva, home to their ancestors. The Acoma Rain Dancers from Acoma Pueblo and the Oak Canyon dancers from Jemez Pueblo are both all-children dance groups. This culturally significant event will be both powerful and captivating. There can be no better way to connect with Chimney Rock than through the descendants of the Ancient Puebloan people performing celebratory dances in traditional dress. Guests should plan to stand for the performance, or bring their own camp chairs or blankets. Each performance will include both dance groups; duration of the programs may vary depending on the specific dances presented. </p><p>Tickets are $20 plus a booking fee ($7.50 for children 5-12) and are non-refundable. In the event of cancellation due to inclement weather, rain checks will be available. For details, please call the Visitor Cabin (970-883-5359) 9:00 to 4:00 Mountain Time.</p><br /><br /><b>Reservations strongly recommended. Limited space. Walk-ins on a first-come, first-serve basis.</b><br /><br /><b>Program Dates:</b><br /><br /><b>Saturday, May 27: Arrive</b> for check-in & drive to trail head <b>8:30-8:45 AM</b>. Tour begins at 9:00 AM. Dances scheduled to begin at 10:00 AM.",260,Tour
96,Tour Days of Week,Saturday,260,Tour
1,Accessibility,These walking tours cover approximately four blocks of town. Tours are wheelchair and stroller accessible and service animals are welcome.,261,Tour
19,Directions To Tour,Walking tours start at the park visitor center at the corner of 2nd Ave and Broadway.,261,Tour
49,Long Description,"Weekdays at 9:00, 11:00, and 3:00. Rangers reveal characters and stories of Skagways early days. Explore the heart of the National Historic District with 2-3 stops outside colorful, gold rush buildings. All tours cover the basics of the gold rush story. All tours end at the Moore Homestead Museum for a free look inside a restored frontier family home. Check out a <a href=https://www.nps.gov/klgo/planyourvisit/walking-tours.htm>video of walking tour highlights</a>.",261,Tour
66,Physical Effort,Easy,261,Tour
95,Tour Days / Hours Description,"Monday-Friday, 5/8-9/21, 2018",261,Tour
96,Tour Days of Week,Friday,261,Tour
1,Accessibility,These walking tours cover approximately four blocks of town. Tours are wheelchair and stroller accessible and service animals are welcome.,262,Tour
19,Directions To Tour,Walking tours start at the park visitor center at the corner of 2nd Ave and Broadway.,262,Tour
49,Long Description,"Daily at 2:00. Men of the 24th Infantry - an all African American unit - maintained law and order in frontier Skagway. They served as the communitys emergency response unit and border patrol. Yet, they sparked controversy when they joined Alaskas first Young Mens Christian Association (Y.M.C.A.). Join a ranger to explore the Buffalo Soldiers contributions to Skagways past on this four block stroll of the historic district.",262,Tour
66,Physical Effort,Easy,262,Tour
95,Tour Days / Hours Description,"Monday-Sunday, 5/8 - 9/22, 2018",262,Tour
96,Tour Days of Week,Sunday,262,Tour
1,Accessibility,Buses are wheelchair accessible. Ticket holders requiring a wheelchair accessible bus are encouraged to contact the park directly to secure bus space. The Clingmans Dome parking lot is paved and wheelchair accessible.,263,Tour
3,Amenities,Buses have toilet facilities. Portable toilets will be available at Clingmans Dome.,263,Tour
19,Directions To Tour,"Gatlinburg, TN <br><br>From interstate highway I-40 take Exit 407 (Sevierville) to TN-66 South. At the Sevierville intersection, continue straight onto US-441 South. Follow US-441 through Sevierville and Pigeon Forge into Gatlinburg.     <p>Parking Lot A: Once in Gatlinburg, make a slight right turn at Light #5 onto River Road.  After approximately .7 miles, turn right onto Long Branch Road.  At the corner of Long Branch Road and Cottage Drive, there will be a parking lot that visitors can pay to park in for the day.                                               <p>Parking Lot B: Alternatively, do not turn at Light #5 but continue straight through Gatlinburg.  At Light #10, turn right onto Ski Mountain Road.  There is a parking lot on the corner of Parkway and Ski Mtn. Road, south of the gas station.  Buses will pick ticket holders up from both of these parking lots and will bring them back at the end of the event.",263,Tour
43,Important Information,"<ul><li><b>Ticket Reservations</b>. All those who wish to attend the Solar Eclipse event at Clingmans Dome on August 21, 2017 must purchase tickets in advance.  Tickets allow visitors to board shuttle buses, provided by the park, to the special event site at Clingmans Dome. The park will offer 1,325 tickets for the one-day event.  Tickets will be available for purchase beginning March 1, 2017 until all tickets are sold.  <b>Please select August 21, 2017 as your tour date.</b> You may reserve a maximum of four tickets per person at $30.00 per ticket. </li><li><b>Photo identification and Confirmation Email Required</b>. The ticket purchaser must present photo identification and the confirmation email upon arrival at the Gatlinburg or Cherokee bus lot shown on their confirmation email. Photo identification must match the name on the confirmation email. All ticket holders must arrive with the person who purchased their ticket. Every person, including infants and toddlers, must have a ticket in order to board the bus. You may purchase a maximum of 4 tickets.</li><li><b>Pass Discounts do not Apply</b>. The park will not accept Interagency Passes such as the Senior and Access passes for this special event.</li><li> <b>Refunds</b>. Recreation.gov will allow refunds up to 30 days in advance of the event. There are no refunds, transfers, rain checks or changes to tickets after July 21, 2017.   </li><li><b>Road Closure</b>. The park will close Clingmans Dome Road to the general public on August 20 and 21, 2017.  Only buses provided by the National Park Service will be allowed to the event on August 21. </li><li><b>Shuttle Buses</b>. Ticket holders will board buses (provided by the park) in Gatlinburg, Tennessee or Cherokee, North Carolina at the tour time and location selected by the reservation-holder and shown on the confirmation email. Buses will drop visitors off at Clingmans Dome parking lot 1-2 hours later (depending on traffic) and will pick them up after totality has passed, beginning at approximately 3:15 p.m. </li><li><b>Comfort Facilities</b>. Buses have toilet facilities. Portable toilets will be available at Clingmans Dome.  </li><li><b>Accessibility</b>. Buses are wheelchair accessible. Ticket holders requiring a wheelchair accessible bus are encouraged to contact the park directly to secure bus space. The Clingmans Dome parking lot is paved and wheelchair accessible.  </li><li><b>What to Bring</b> (Limited Space on Buses). Ticket holders may bring only what they can hold on their laps. Buses will not have space for large items such as chairs and coolers. Sunscreen, medicine, snacks, water, rain gear and additional clothing layers are all recommended.  Also, visitors should bring small blankets and pillows for viewing the eclipse overhead, while sitting on an asphalt surface. Souvenirs, commemorative items, food and refreshments will be available for purchase at Clingmans Dome. Chairs will not be available at the event site. </li><li> <b>Prohibited</b>. Alcoholic beverages and any items that cannot fit on the lap of a ticket holder are prohibited. Pets are prohibited.</li><li><b>Viewing Safety</b>. The park will provide solar eclipse viewing glasses for ticketed participants. Specially equipped telescopes will be available on-site.</li></ul>",263,Tour
49,Long Description,"This is a special event on August 21, 2017 only. Please select August 21, 2017 as your tour date. Reservations allows visitors to board park-provided buses at designated parking lots in Gatlinburg, Tennessee for transport to the eclipse event and viewing area at Clingmans Dome within Great Smoky Mountains National Park. Buses will return visitors to Gatlinburg at the end of the day. The event at Clingmans Dome is 2 hour and 30 minutes. However, due to transportation time, reservation holders should plan to spend approximately seven hours away from their vehicles.",263,Tour
66,Physical Effort,Easy,263,Tour
96,Tour Days of Week,Monday,263,Tour
1,Accessibility,Buses are wheelchair accessible. Ticket holders requiring a wheelchair accessible bus are encouraged to contact the park directly to secure bus space. The Clingmans Dome parking lot is paved and wheelchair accessible.,264,Tour
3,Amenities,Buses have toilet facilities. Portable toilets will be available at Clingmans Dome.,264,Tour
19,Directions To Tour,"Cherokee, NC<br><br>From the north: From interstate highway I-40, take Exit 27 to US-74 West towards Waynesville. Turn onto US-19 and proceed through Maggie Valley to Cherokee. Turn onto US-441 North at Cherokee and follow the road towards the park. Parking will be available in either the Cherokee Fun Park or Cherokee Transit center lots, located on the NW side of US-441. Buses will pick ticket holders up from both of these parking lots and will bring them back at the end of the event.</p><p>From the south: Follow US-441/US-23 North. At Dillsboro merge on US-74 West/US-441 North. At Exit 74 merge onto US-441. Follow US-441 through Cherokee and towards the park.</p>",264,Tour
43,Important Information,"<ul><li><b>Ticket Reservations</b>. All those who wish to attend the Solar Eclipse event at Clingmans Dome on August 21, 2017 must purchase tickets in advance.  Tickets allow visitors to board shuttle buses, provided by the park, to the special event site at Clingmans Dome. The park will offer 1,325 tickets for the one-day event.  Tickets will be available for purchase beginning March 1, 2017 until all tickets are sold.  <b>Please select August 21, 2017 as your tour date.</b> You may reserve a maximum of four tickets per person at $30.00 per ticket. </li><li><b>Photo identification and Confirmation Email Required</b>. The ticket purchaser must present photo identification and the confirmation email upon arrival at the Gatlinburg or Cherokee bus lot shown on their confirmation email. Photo identification must match the name on the confirmation email. All ticket holders must arrive with the person who purchased their ticket. Every person, including infants and toddlers, must have a ticket in order to board the bus. You may purchase a maximum of 4 tickets.</li><li><b>Pass Discounts do not Apply</b>. The park will not accept Interagency Passes such as the Senior and Access passes for this special event.</li><li> <b>Refunds</b>. Recreation.gov will allow refunds up to 30 days in advance of the event. There are no refunds, transfers, rain checks or changes to tickets after July 21, 2017.   </li><li><b>Road Closure</b>. The park will close Clingmans Dome Road to the general public on August 20 and 21, 2017.  Only buses provided by the National Park Service will be allowed to the event on August 21. </li><li><b>Shuttle Buses</b>. Ticket holders will board buses (provided by the park) in Gatlinburg, Tennessee or Cherokee, North Carolina at the tour time and location selected by the reservation-holder and shown on the confirmation email. Buses will drop visitors off at Clingmans Dome parking lot 1-2 hours later (depending on traffic) and will pick them up after totality has passed, beginning at approximately 3:15 p.m. </li><li><b>Comfort Facilities</b>. Buses have toilet facilities. Portable toilets will be available at Clingmans Dome.  </li><li><b>Accessibility</b>. Buses are wheelchair accessible. Ticket holders requiring a wheelchair accessible bus are encouraged to contact the park directly to secure bus space. The Clingmans Dome parking lot is paved and wheelchair accessible.  </li><li><b>What to Bring</b> (Limited Space on Buses). Ticket holders may bring only what they can hold on their laps. Buses will not have space for large items such as chairs and coolers. Sunscreen, medicine, snacks, water, rain gear and additional clothing layers are all recommended.  Also, visitors should bring small blankets and pillows for viewing the eclipse overhead, while sitting on an asphalt surface. Souvenirs, commemorative items, food and refreshments will be available for purchase at Clingmans Dome. Chairs will not be available at the event site. </li><li> <b>Prohibited</b>. Alcoholic beverages and any items that cannot fit on the lap of a ticket holder are prohibited. Pets are prohibited.</li><li><b>Viewing Safety</b>. The park will provide solar eclipse viewing glasses for ticketed participants. Specially equipped telescopes will be available on-site.</li></ul>",264,Tour
49,Long Description,"This is a special event on August 21, 2017 only. Please select August 21, 2017 as your tour date. Reservations allows visitors to board park-provided buses at designated parking lots in Cherokee, North Carolina for transport to the eclipse event and viewing area at Clingmans Dome within Great Smoky Mountains National Park. Buses will return visitors to Cherokee, NC at the end of the day. The event at Clingmans Dome is 2 hour and 30 minutes. However, due to transportation time, reservation holders should plan to spend approximately seven hours away from their vehicles.",264,Tour
66,Physical Effort,Easy,264,Tour
96,Tour Days of Week,Monday,264,Tour
